90,210,308,347,317,245,164,298
90,210,307,347,316,241,163,295
90,210,305,343,314,240,162,295
90,210,304,341,312,240,160,292
89,208,303,341,310,239,160,289
89,207,302,340,308,238,158,287
89,207,301,340,307,234,157,284
89,205,300,337,305,234,156,283
89,204,300,334,304,232,154,282
89,204,299,331,302,232,152,280
89,203,297,329,301,230,151,279
89,202,295,324,300,230,151,278
88,202,293,324,297,228,150,277
88,200,293,324,297,225,148,274
88,200,290,324,295,224,146,272
88,200,287,322,293,222,146,271
88,200,286,322,288,221,146,268
88,200,283,320,287,221,143,267
88,199,281,319,284,220,141,267
88,198,281,319,281,217,140,265
88,197,281,316,278,216,140,263
88,197,279,314,278,212,140,261
88,196,279,314,275,210,139,258
87,196,279,313,272,209,139,254
87,195,277,311,272,207,138,252
86,193,276,311,270,205,137,251
86,193,274,309,268,204,137,248
86,193,273,305,267,203,136,246
86,193,272,303,266,199,135,245
86,192,268,301,264,199,134,245
86,192,266,299,263,198,130,245
86,192,264,299,260,196,128,244
86,191,260,295,259,196,128,244
86,191,259,291,257,194,128,243
86,191,258,289,251,193,128,243
86,191,257,288,251,190,125,241
86,191,257,284,247,189,125,240
86,190,257,280,245,188,125,238
86,190,257,277,242,186,125,236
86,190,255,275,242,185,125,231
86,188,255,273,242,183,122,230
86,188,254,270,242,181,121,227
85,188,253,267,240,181,120,225
85,187,250,265,239,178,120,225
85,186,249,264,236,176,118,225
85,186,248,261,232,176,116,225
85,185,247,260,227,175,116,224
85,184,245,259,226,172,115,223
85,184,243,257,225,172,112,221
85,182,240,257,223,171,111,220
85,182,238,256,221,169,111,217
85,182,235,255,219,168,110,215
85,181,235,249,219,167,110,213
85,181,231,248,216,166,110,212
84,181,230,244,216,164,109,211
84,181,229,242,213,161,109,210
83,180,228,239,212,159,108,210
83,179,224,238,210,159,107,209
82,178,224,237,208,157,105,208
82,176,224,235,206,154,104,208
81,174,222,233,206,152,104,207
81,173,222,232,203,150,104,204
81,171,220,231,203,149,101,203
81,168,218,228,202,148,101,203
81,167,216,226,200,148,100,201
81,166,215,222,198,147,100,200
81,166,214,220,198,144,97,199
81,165,214,218,196,142,95,198
80,165,213,215,195,141,94,196
80,164,213,213,191,140,94,194
80,164,212,211,189,136,94,193
80,164,209,209,187,133,94,193
80,162,205,208,185,133,94,192
80,161,204,206,184,131,92,191
80,161,201,206,182,129,90,190
80,159,200,204,178,128,90,190
80,158,198,202,177,126,90,188
80,158,198,198,174,126,89,186
80,157,197,195,174,125,88,183
80,157,193,195,170,124,88,182
78,156,192,194,168,123,87,181
77,155,192,193,165,122,85,180
77,154,192,187,164,121,85,179
77,151,190,186,162,119,85,179
77,151,188,184,162,116,84,177
77,151,187,182,160,115,82,175
77,151,183,182,157,113,81,175
77,149,180,181,157,111,81,173
77,145,179,179,157,109,81,172
76,145,177,176,156,106,81,172
75,144,177,173,153,106,80,171
75,143,176,172,152,106,79,166
75,143,174,168,151,106,78,164
75,143,169,166,149,105,78,164
75,143,165,166,149,103,76,162
75,142,165,166,144,102,74,161
75,141,163,163,143,101,74,159
75,139,161,162,141,99,74,158
74,138,159,159,140,99,73,157
73,136,159,159,136,98,72,156
73,134,158,156,135,97,72,154
73,133,154,155,132,97,72,153
71,133,152,154,131,96,70,152
70,131,151,153,129,95,69,151
70,131,149,153,126,94,68,148
70,130,148,152,125,90,68,146
70,130,146,148,124,88,68,145
70,130,144,146,122,85,68,144
70,130,143,141,120,84,67,144
70,128,142,140,117,83,66,143
69,127,138,138,116,83,65,143
69,125,136,136,116,81,64,142
68,123,134,134,115,80,64,141
68,122,132,133,112,80,61,141
67,121,131,132,109,80,61,138
