86,138,147,136,120,86,65,147
85,135,145,135,120,86,65,144
85,135,145,134,119,83,63,141
84,135,142,132,116,83,63,140
83,134,139,130,114,83,63,139
82,130,137,130,113,83,63,137
81,130,136,127,112,82,62,135
81,128,134,125,109,81,62,135
80,127,131,124,107,79,62,135
79,126,131,122,102,79,61,135
78,125,130,121,101,77,61,132
77,123,129,120,100,75,60,131
77,123,127,118,98,73,59,130
77,121,123,116,97,72,59,130
77,120,121,113,96,71,57,130
77,117,119,112,96,70,56,128
77,116,119,110,93,69,54,127
75,114,118,108,93,68,53,126
75,114,115,107,91,67,51,125
74,113,112,106,88,67,51,124
72,112,111,104,88,65,51,122
72,112,110,100,87,65,48,121
71,112,106,96,87,65,48,120
71,112,102,95,85,64,47,119
71,110,102,94,83,62,47,116
71,108,102,90,81,62,46,115
71,107,100,90,78,59,45,115
70,106,97,89,77,58,44,114
70,105,96,88,74,58,44,110
68,105,96,86,73,57,44,106
65,104,96,84,72,56,43,105
65,100,95,81,72,55,42,105
65,99,94,81,70,53,40,103
64,97,93,81,68,52,40,100
64,93,90,81,68,51,40,98
62,90,88,80,67,51,39,98
62,89,87,75,66,51,38,97
62,88,83,75,64,48,38,97
61,87,80,75,63,47,37,95
61,86,76,73,62,47,35,95
59,85,76,68,60,47,35,95
58,82,74,68,60,47,34,92
58,79,72,67,59,46,34,90
58,78,70,66,56,43,34,90
57,77,69,63,55,43,32,89
57,76,69,63,54,41,29,86
55,76,67,62,53,40,29,83
55,73,67,60,51,40,28,81
55,72,64,56,51,39,27,81
52,71,64,55,48,38,26,81
50,69,64,53,45,37,26,81
49,68,61,50,45,36,26,80
49,65,59,50,43,36,26,77
49,65,57,48,41,34,26,75
49,65,55,45,40,32,25,74
47,62,53,43,40,32,25,73
46,61,52,42,39,30,24,71
46,60,50,41,39,28,23,68
46,58,47,39,39,28,21,67
46,54,46,37,37,28,21,66
45,54,43,36,35,26,21,65
43,53,43,33,33,26,20,64
43,51,43,33,32,23,20,60
43,49,41,33,31,21,18,59
43,49,40,29,30,20,18,56
41,47,38,29,28,20,18,54
40,47,37,29,27,18,17,50
39,45,35,29,24,18,17,48
39,43,35,26,23,17,16,46
37,41,32,23,23,17,16,46
37,41,31,23,22,16,11,44
36,38,29,22,20,16,10,44
34,37,26,21,18,15,10,44
34,36,26,20,17,12,10,40
32,31,25,19,17,12,10,39
31,31,25,16,13,12,10,37
31,29,23,16,13,11,10,32
30,28,18,16,12,11,8,32
29,26,17,14,12,11,7,29
